,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
10,0,3,0.10392297530338032,0.1308562438218943,1,3,3,0,4,0,19,2,2,0,2,4,4,-0.20843709088797763,-0.9221526461344042,3,1,6,2,-0.5722502445815958,3,4,1,3,3,4,5,1.0200284464051463,6,-0.2931300124474908,-0.9712764024743884,-0.9712764024743884,1,0,1,4,-0.3048260807185715,-0.7850250438866518,-0.10119701650206231,-0.9106567376091039,-0.9712764024743884,-0.9712764024743884,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,94,-0.9250621166560519,94,-0.9243112113157019,5,-0.41625873728482377,2,-1.0069055266777909,-0.41275382699474383,4,4,2,-0.7407604083206012,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,-1.5521835341880752,0.15764552917621685,8,4,129500.0
11,5,3,0.7987263763811794,0.2226686415936839,1,0,3,0,4,0,16,2,2,0,5,8,4,1.1122941584787234,1.0404370527384896,3,1,14,3,1.0291339891414357,0,4,2,0,3,4,2,1.22202437938721,6,-0.2931300124474908,-0.8734141361799378,-0.8734141361799378,1,0,1,4,0.05714653939919196,1.8792898319080633,-0.10119701650206231,1.62707143675171,-0.8734141361799378,-0.8734141361799378,2.590094452011825,-0.7563210328804112,1.3856554504222593,-0.20769847452544338,131,2.89876085032863,131,2.1715745326091795,3,1.0632654686626946,0,1.6199611043868447,1.222014638795093,4,4,2,0.42124978359905824,-0.39202597501695446,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,0.28991426069523585,-1.3635686845929977,6,5,345000.0
12,0,3,-0.359279292081819,0.35506110467897173,1,1,3,0,4,0,19,2,2,0,2,4,5,-0.3074919345904802,-1.0657567704421769,3,1,6,2,-0.5722502445815958,3,4,1,3,3,4,0,0.6489706999489641,6,-0.2931300124474908,-0.8779658694959588,-0.8779658694959588,1,4,1,4,-0.6311112594162738,-0.7850250438866518,-0.10119701650206231,-1.1636389855204623,-0.8779658694959588,-0.8779658694959588,-1.0273628233099534,-0.7563210328804112,-1.0458012732222097,-0.20769847452544338,129,-1.562365944486832,129,-0.9243112113157019,5,-0.5272230527308877,2,-1.0069055266777909,-0.5613691420665472,4,4,2,0.3659159649362173,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,2.8471453325503226,-0.06315017346937592,-0.08959195989676072,1.0267533786485603,0.15764552917621685,8,4,144000.0
13,0,3,1.076647736812299,0.061362881972528684,1,0,3,0,4,0,5,2,2,0,2,6,4,1.145312439712891,1.088305094174414,1,1,12,3,1.1411189005905988,2,4,2,2,3,0,6,-0.969192371874742,6,-0.2931300124474908,2.1239022524198607,2.1239022524198607,1,0,1,4,0.8524666624748413,-0.7850250438866518,-0.10119701650206231,-0.013360327048504598,2.1239022524198607,2.1239022524198607,0.7813658143509358,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,1030,0.3495455390055087,1030,0.6236316606467388,1,1.1002535738113826,1,1.6199611043868447,1.705014412778454,4,4,2,0.5240125896871913,-0.21441637981687842,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,0.6583338196718981,-0.6029615777083905,6,5,279500.0
14,0,3,-0.359279292081819,0.09534868667258341,1,0,3,0,0,0,12,2,2,0,2,5,4,-0.37352849705881525,-1.1614928533140254,3,1,8,1,0.6147898167795325,3,4,1,3,3,4,1,0.6401882680801787,6,-0.2931300124474908,-0.09279187248234413,-0.09279187248234413,1,4,1,4,0.23813284945807367,-0.7850250438866518,-0.10119701650206231,-0.48967846569410906,-0.09279187248234413,-0.09279187248234413,-1.0273628233099534,1.2325988725051025,-1.0458012732222097,-0.20769847452544338,443,-0.9250621166560519,443,0.6236316606467388,1,-0.6011992630282635,1,-1.0069055266777909,-0.5613691420665472,4,4,2,-0.7407604083206012,2.4497275481842626,2.3804136034503975,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,-0.4469248572580886,0.15764552917621685,8,4,157000.0
15,3,4,-0.7761613327284985,-0.5133522930298892,1,3,3,0,0,0,3,2,2,0,1,6,7,-1.3970952153180085,0.8010968455588685,1,1,13,2,-0.5722502445815958,3,4,0,3,3,4,6,-0.969192371874742,6,-0.2931300124474908,0.6172785248169248,0.6172785248169248,1,0,1,0,-0.77895923101367,-0.7850250438866518,-0.10119701650206231,-1.2782715666052966,0.6172785248169248,0.6172785248169248,-1.0273628233099534,-0.7563210328804112,-1.0458012732222097,-0.20769847452544338,699,-0.9250621166560519,699,-0.9243112113157019,5,0.5454319965810631,2,0.3065277888545269,0.4789380634360763,4,4,2,-0.36132850891826346,0.9548467885836223,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,0.28991426069523585,-0.6029615777083905,8,4,132000.0
16,0,3,-0.359279292081819,0.13605556469018626,1,0,3,0,1,0,12,2,2,0,2,5,6,-0.04334568471713999,-0.682812438954783,1,1,13,1,0.4356139584608716,3,4,1,3,3,4,0,0.2998690331647452,6,-0.2931300124474908,-0.306723338335329,-0.306723338335329,1,0,1,4,-0.39659378722730027,-0.7850250438866518,-0.10119701650206231,-0.9818079948341735,-0.306723338335329,-0.306723338335329,-1.0273628233099534,-0.7563210328804112,-1.0458012732222097,-0.20769847452544338,358,-0.9250621166560519,358,0.6236316606467388,1,-0.231318211541384,0,0.3065277888545269,0.03309211822066622,4,4,2,-0.7407604083206012,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,1.14431217701962,-1.183763975211413,1.6788597429454315,8,4,149000.0
17,10,3,0.19656342878042019,0.07898984784307946,1,3,3,0,4,0,19,2,2,2,2,3,4,-0.14240052841964257,-0.8264165632625557,1,1,8,2,-0.5722502445815958,3,4,3,3,3,3,4,-0.969192371874742,4,-0.2931300124474908,-1.2762425346477924,-1.2762425346477924,1,4,1,4,0.34774427667683305,-0.7850250438866518,-0.10119701650206231,-0.40469224178638713,-1.2762425346477924,-1.2762425346477924,0.7813658143509358,-0.7563210328804112,-1.0458012732222097,4.455931118857386,0,-0.28775828882527155,0,-0.9243112113157019,4,-0.3422825269874479,2,0.3065277888545269,0.20028434767644498,4,4,2,-0.7407604083206012,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,0.7917681379006543,1.3951729376252227,-1.3635686845929977,8,4,90000.0
18,0,3,-0.08135793165069943,0.4472539405630754,1,3,3,0,4,0,20,5,2,0,2,4,4,1.0792758772445559,0.9447009698666412,1,1,12,2,-0.5722502445815958,3,4,2,3,3,4,2,0.4491703749340967,6,-0.2931300124474908,-0.21113693869888894,-0.21113693869888894,1,0,1,4,-0.11619246178396236,-0.7850250438866518,-0.10119701650206231,-0.7644013755353498,-0.21113693869888894,-0.21113693869888894,-1.0273628233099534,1.2325988725051025,0.16992708860002484,-0.20769847452544338,399,-0.28775828882527155,399,-0.9243112113157019,5,1.0262773635140066,2,0.3065277888545269,0.4789380634360763,4,4,2,-0.7407604083206012,0.806838792583559,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,-0.07850529828142637,0.15764552917621685,8,4,159000.0
19,0,3,0.10392297530338032,-0.3307419991191474,1,3,3,0,4,0,12,2,2,0,2,4,5,-0.4395650595271503,-0.9221526461344042,3,1,3,2,-0.5722502445815958,3,4,1,3,3,4,3,0.1373940435922157,6,-0.2931300124474908,-0.08141253919229174,-0.08141253919229174,1,4,1,4,0.4573557038955924,-0.7850250438866518,-0.10119701650206231,-0.31970601787866515,-0.08141253919229174,-0.08141253919229174,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,448,-0.28775828882527155,448,-0.9243112113157019,1,-0.6751754733256394,2,-1.0069055266777909,-0.8307344006341908,4,4,2,-0.7407604083206012,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,-0.4469248572580886,0.9182526360608242,0,0,139000.0
20,5,3,1.5398500041974983,0.5131965466975099,1,0,3,0,0,0,16,2,2,0,5,7,4,1.1122941584787234,1.0404370527384896,1,1,12,1,1.5554630729525023,2,4,2,0,3,0,6,-0.969192371874742,6,-0.2931300124474908,1.3592110553283403,1.3592110553283403,1,0,1,4,-0.004031931606627215,2.056599753589673,-0.10119701650206231,1.7298454749656993,1.3592110553283403,1.3592110553283403,2.590094452011825,1.2325988725051025,1.3856554504222593,-0.20769847452544338,894,1.6241531946670693,894,0.6236316606467388,3,1.0632654686626946,1,1.6199611043868447,1.7653893845263742,4,4,2,1.1563990886910875,1.5764803717838884,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,1.7635924966018848,-1.3635686845929977,6,5,325300.0
21,3,4,-0.4982399722973789,-0.3448182092747671,1,3,0,0,4,0,9,2,2,0,1,6,6,-1.364076934083841,-1.6401732676732679,1,1,13,2,-0.5722502445815958,3,4,2,3,3,4,6,-0.969192371874742,6,-0.2931300124474908,0.17348452650488172,0.17348452650488172,1,0,1,1,-0.13148707953541716,-0.7850250438866518,-0.10119701650206231,-0.7762599184061948,0.17348452650488172,0.17348452650488172,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,543,-0.28775828882527155,543,0.6236316606467388,1,-1.7108424174889023,2,-1.0069055266777909,-0.8957536009781047,4,4,0,-0.7407604083206012,-0.7028427666170877,2.831893241256634,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,-0.07850529828142637,-0.6029615777083905,8,4,139400.0
22,0,3,0.33552410899598,-0.054036678762731744,1,3,3,0,4,0,5,2,2,0,2,7,4,1.0132393147762209,0.8489648869947928,3,1,12,1,1.001137761279145,2,4,2,2,3,4,6,-0.969192371874742,6,-0.2931300124474908,2.7679725166368256,2.7679725166368256,1,0,1,4,1.6197466530061566,-0.7850250438866518,-0.10119701650206231,0.5815432403055492,2.7679725166368256,2.7679725166368256,0.7813658143509358,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,1110,0.3495455390055087,1110,0.6236316606467388,1,0.9523011532166307,1,0.3065277888545269,0.2838804624043344,4,4,2,0.6109657333002271,1.6504843697839202,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,1.0267533786485603,0.15764552917621685,8,4,230000.0
23,11,4,-1.100402919898138,-0.7537891800123658,1,3,3,0,4,0,10,2,2,4,2,4,6,0.15476400268786517,-0.39560419033923755,1,1,5,2,-0.5722502445815958,3,4,2,2,3,4,2,0.8751183205701876,6,-0.2931300124474908,-0.8210692030456969,-0.8210692030456969,1,4,1,4,-0.2538440215470555,-0.7850250438866518,-0.10119701650206231,-0.8711282613729542,-0.8210692030456969,-0.8210692030456969,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,153,-0.28775828882527155,153,0.6236316606467388,1,-0.009389580649256239,2,0.3065277888545269,0.46036114905210085,4,4,2,0.04972271543426916,0.9252451893836097,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,-0.07850529828142637,-0.6029615777083905,8,4,129900.0
24,0,3,-0.359279292081819,-0.2437484841033357,1,0,3,0,4,0,19,2,2,0,2,4,7,-0.10938224718547504,0.8010968455588685,1,1,9,2,-0.5722502445815958,3,2,1,3,3,2,5,-0.5564180740418293,0,3.6560827755685428,-0.811965736413655,-0.811965736413655,1,0,1,4,-0.2538440215470555,-0.7850250438866518,-0.10119701650206231,-0.8711282613729542,-0.811965736413655,-0.811965736413655,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,156,-0.28775828882527155,156,0.6236316606467388,1,-0.3052944218387599,2,-1.0069055266777909,-0.9421958869380433,4,4,2,2.468601074124172,0.6292291973834829,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,-0.4469248572580886,1.6788597429454315,8,4,154000.0
25,0,3,1.9567320448441778,0.5150987372590801,1,3,3,0,0,0,16,2,2,0,2,7,4,1.1783307209470586,1.088305094174414,1,1,12,3,3.0112669217916217,2,4,2,2,3,4,6,-0.969192371874742,6,-0.2931300124474908,2.287764651796615,2.287764651796615,1,0,1,4,1.122671576083876,-0.7850250438866518,-0.10119701650206231,0.19614059700308908,2.287764651796615,2.287764651796615,0.7813658143509358,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,1053,0.3495455390055087,1053,0.6236316606467388,1,1.1372416789600703,1,1.6199611043868447,1.9372258425781468,4,4,2,-0.7407604083206012,0.12600201098326738,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,0.28991426069523585,0.9182526360608242,8,4,256300.0
26,0,3,-0.359279292081819,-0.37639457259683284,1,3,3,0,0,0,12,2,2,0,2,4,6,-0.670693028166323,0.7532288041229442,1,1,13,2,-0.5722502445815958,3,4,1,3,3,2,1,-0.4554201075507974,5,2.5800996506899234,-0.8665865362059064,-0.8665865362059064,1,4,1,4,-0.6617004949191834,-0.7850250438866518,-0.10119701650206231,-1.187356071262152,-0.8665865362059064,-0.8665865362059064,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,134,-0.9250621166560519,134,-0.9243112113157019,5,1.0632654686626946,2,0.3065277888545269,0.4789380634360763,4,4,2,1.0141121264152109,-0.22921717941688477,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,-0.4469248572580886,1.6788597429454315,8,4,134800.0
27,0,3,1.4008893239819384,0.16611017556299584,1,3,3,0,4,0,16,2,2,0,2,7,4,1.1783307209470586,1.1361731356103382,1,1,12,3,0.5475988699100346,2,4,2,0,3,4,2,1.705058132170406,6,-0.2931300124474908,-0.17017133885470037,-0.17017133885470037,1,0,1,4,1.387778283775759,-0.7850250438866518,-0.10119701650206231,0.4016886734310678,-0.17017133885470037,-0.17017133885470037,0.7813658143509358,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,416,0.3495455390055087,416,0.6236316606467388,1,1.1742297841087583,1,1.6199611043868447,1.3892068682508718,4,4,2,-0.7407604083206012,0.03719721338322934,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,-0.4469248572580886,1.6788597429454315,8,4,306000.0
28,0,3,-0.9614422396825782,0.7802641015419697,1,0,3,0,1,0,12,2,2,0,2,4,5,-0.47258334076131786,0.6096246798151715,1,1,8,2,-0.5722502445815958,3,4,1,3,3,1,1,1.8345990022349903,6,-0.2931300124474908,-0.8051381364396235,-0.8051381364396235,1,4,1,4,1.122671576083876,-0.7850250438866518,-0.10119701650206231,0.19614059700308908,-0.8051381364396235,-0.8051381364396235,-1.0273628233099534,-0.7563210328804112,-1.0458012732222097,-0.20769847452544338,158,-0.28775828882527155,158,2.1715745326091795,1,-0.7121635784743274,1,-1.0069055266777909,-0.7146286857343445,4,4,2,1.5358309880934253,3.1157635301845477,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,2.132012055578547,-1.3635686845929977,8,4,207500.0
29,1,4,-0.359279292081819,-0.4874825013925341,1,0,3,0,4,0,3,1,7,0,2,3,5,-1.4631317777863437,-1.6401732676732679,1,1,8,2,-0.5722502445815958,3,4,0,3,3,4,6,-0.969192371874742,6,-0.2931300124474908,-0.09279187248234413,-0.09279187248234413,1,1,0,4,-1.630359619177987,-0.7850250438866518,-0.10119701650206231,-1.9383971197489973,-0.09279187248234413,-0.09279187248234413,-1.0273628233099534,-0.7563210328804112,-2.2615296350444445,-0.20769847452544338,443,-1.562365944486832,443,-0.9243112113157019,5,-2.0807234689757816,2,-1.0069055266777909,-1.081522744817859,1,4,2,-0.35342367768071475,-0.7028427666170877,0.9948381632864295,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,-0.4469248572580886,0.15764552917621685,8,4,68500.0
30,6,0,-0.8224815594670184,-0.2115380572607465,1,3,3,0,4,0,9,1,2,0,5,3,3,-1.6942597464255162,-1.6401732676732679,2,1,3,2,-0.5722502445815958,3,1,0,3,3,4,6,-0.969192371874742,6,-0.2931300124474908,0.20079492640100743,0.20079492640100743,1,4,0,4,-1.3015253375217088,0.7734358466832866,-0.10119701650206231,-0.36318734173842987,0.20079492640100743,0.20079492640100743,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,554,-0.28775828882527155,554,-0.9243112113157019,5,-2.0807234689757816,2,-1.0069055266777909,-1.0350804588579203,4,1,0,-0.7407604083206012,0.09640041178325469,2.318140549959882,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,0.28991426069523585,0.15764552917621685,8,4,40000.0
31,0,3,-0.359279292081819,-0.20595829828014053,1,0,3,0,1,0,19,2,2,0,2,4,5,-0.1754188096538101,1.0404370527384896,1,1,6,2,-0.5722502445815958,3,4,1,3,3,4,6,-0.969192371874742,6,-0.2931300124474908,1.5185217213890738,1.5185217213890738,1,2,1,4,0.1744052754936787,-0.7850250438866518,-0.10119701650206231,-0.5390890609892962,1.5185217213890738,1.5185217213890738,-1.0273628233099534,1.2325988725051025,0.16992708860002484,-0.20769847452544338,921,-0.28775828882527155,921,-0.9243112113157019,1,-0.3792706321361358,2,-1.0069055266777909,-0.9375516583420495,4,4,2,-0.7407604083206012,0.2592092073833244,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,-0.08959195989676072,-0.07850529828142637,0.15764552917621685,8,4,149350.0
